-179.983930878	-30.0024165664	0
-179.446195892	-29.9681216515	0
-178.916476494	-29.9519721451	0
-178.394904705	-29.9461139389	0
-177.834708303	-29.9472445164	0
-177.254859272	-29.953705544	0
-176.661850664	-29.9638190535	0
-176.066353879	-29.9761455962	0
-175.384291856	-29.9917819347	0
-174.860111595	-30.004409384	0
-174.275763234	-30.0188440582	0
-173.732511425	-30.0324667722	0
-173.224300521	-30.0452913814	0
-172.654378953	-30.0575475332	0
-172.112513832	-30.0645542332	0
-171.536663531	-30.0682517201	0
-170.843860946	-30.0690816499	0
-170.342045311	-30.0680411843	0
-169.837769959	-30.0662143316	0
-169.331488243	-30.0638648905	0
-168.824067986	-30.0612625979	0
-168.316016241	-30.0585603401	0
-167.807614111	-30.0558197161	0
-167.299017627	-30.0531283744	0
-166.790658492	-30.0496368016	0
-166.282820129	-30.0428201869	0
-165.77460584	-30.0356891194	0
-165.266123471	-30.0294104085	0
-164.75749103	-30.0236244979	0
-164.248825683	-30.0183196465	0
-163.740682584	-30.0135498371	0
-163.233592532	-30.0058950763	0
-162.727252543	-29.9950770048	0
-162.221406249	-29.9790784867	0
-161.71539476	-29.9530615988	0
-161.209656181	-29.921155281	0
-160.704205223	-29.886486191	0
-160.198111681	-29.8514001747	0
-159.691660247	-29.8154955446	0
-159.184936856	-29.7802654164	0
-158.678099425	-29.7470821816	0
-158.171430196	-29.7115393889	0
-157.664697751	-29.6764737537	0
-157.158583598	-29.6422608432	0
-156.652181973	-29.611802719	0
-156.145614486	-29.5839806733	0
-155.639446418	-29.5553594797	0
-155.133270766	-29.5268608446	0
-154.626443849	-29.5002096068	0
-154.11997456	-29.4744756331	0
-153.612986663	-29.455088429	0
-153.106060201	-29.4360655134	0
-152.599177764	-29.4167720828	0
-152.092075525	-29.4025296292	0
-151.482926281	-29.3906173685	0
-150.873186189	-29.3822023952	0
-150.26301506	-29.3752574536	0
-149.754370587	-29.3702614389	0
-149.245643248	-29.3658664375	0
-148.736891784	-29.3619192781	0
-148.22825251	-29.3584221262	0
-147.71952493	-29.355238881	0
-147.210748077	-29.3522879172	0
-146.70194335	-29.3495564731	0
-146.193123439	-29.3470730233	0
-145.684442633	-29.3447143251	0
-145.17614344	-29.3415992948	0
-144.66788516	-29.3379337727	0
-144.159397013	-29.3337724647	0
-143.650819265	-29.3293540955	0
-143.143234283	-29.3209699764	0
-142.636479594	-29.3070104062	0
-142.129430746	-29.2958766137	0
-141.621623523	-29.2875450012	0
-141.11336409	-29.2806428679	0
-140.604854273	-29.2747986304	0
-140.096202007	-29.2698235927	0
-139.587958897	-29.2642883284	0
-139.080365729	-29.2528653606	0
-138.573374783	-29.2377920246	0
-138.066429362	-29.2217052667	0
-137.559080109	-29.2096850281	0
-137.051088935	-29.201288637	0
-136.542901997	-29.1955454414	0
-136.034549469	-29.1902726748	0
-135.525996866	-29.1851869742	0
-135.01733843	-29.1803760557	0
-134.508700046	-29.1758068089	0
-134.000474166	-29.1704195383	0
-133.492854133	-29.161072737	0
-132.986120701	-29.1486777561	0
-132.479777651	-29.1329750585	0
-131.973337406	-29.1149215773	0
-131.46663677	-29.0941797206	0
-130.959930164	-29.0762381084	0
-130.452880454	-29.0620585462	0
-129.945496875	-29.0498873133	0
-129.437568253	-29.0415103576	0
-128.929530726	-29.0347459692	0
-128.421437074	-29.0279194907	0
-127.913037826	-29.0224918116	0
-127.404626448	-29.0179413522	0
-126.89664999	-29.0131677228	0
-126.388362454	-29.0080245902	0
-125.879872783	-29.0040902961	0
-125.269675782	-29.0008675879	0
-124.761657795	-28.9976737804	0
-124.253408915	-28.9937910522	0
-123.744907481	-28.9895735766	0
-123.236262079	-28.9851371379	0
-122.727536605	-28.9806379014	0
-122.218767088	-28.97619765	0
-121.71033922	-28.9713332186	0
-121.202638907	-28.9626692257	0
-120.695824135	-28.9473314351	0
-120.190425177	-28.9155161188	0
